﻿items.armor.curses.antientropy.name,%s of anti-entropy,反熵%s
items.weapon.melee.quarterstaff.ability_desc,The Duelist can assume a _defensive stance_ with a quarterstaff. This stance takes no time to activate and triples her evasion for _%d turns._,决斗家可通过铁头棍进入_防御架势_。进入这一架势不消耗时间，且将在_%d回合_内使她的闪避变为3倍。
items.weapon.melee.quarterstaff.upgrade_ability_stat_name,Ability Duration,武技持续时间
items.weapon.melee.quarterstaff.desc,"A staff of hardwood, its ends are shod with iron.",这是两端以铁包覆的硬木棍。
items.weapon.melee.quarterstaff$defensivestance.name,defensive stance,防御架势
items.weapon.melee.quarterstaff$defensivestance.desc,"The Duelist is using her quarterstaff to deflect incoming blows and projectiles. As long as she is in this stance, her evasion against all attacks is tripled.\n\nTurns remaining: %s.","决斗家正在使用她的铁头棍偏斜来袭的攻击和投射物。只要她还处于这个架势下，她对一切攻击的闪避能力都会变为3倍。\n\n剩余回合数：%s"
items.weapon.melee.rapier.name,rapier,刺剑
items.weapon.melee.rapier.stats_desc,This weapon blocks 0-1 damage.,这件武器可以格挡0~1点伤害。
items.weapon.melee.rapier.ability_name,lunge,弓步刺
items.weapon.melee.rapier.typical_ability_desc,"The Duelist can _lunge_ with a rapier at an enemy 1 tile away. This moves toward the enemy, typically deals _%1$d-%2$d damage_, and is guaranteed to hit.",决斗家可用刺剑对相距1格的敌人使出_弓步刺_。这一击会向敌人突进，一般造成_%1$d~%2$d点伤害_，且必定命中。
items.weapon.melee.rapier.ability_desc,"The Duelist can _lunge_ with a rapier at an enemy 1 tile away. This moves toward the enemy, deals _%1$d-%2$d damage_, and is guaranteed to hit.",决斗家可用刺剑对相距1格的敌人使出_弓步刺_。这一击会向敌人突进，造成_%1$d~%2$d点伤害_，且必定命中。
items.weapon.melee.rapier.desc,A slim straight sword that offers some protection in exchange for less slashing power.,一柄修长而笔直的利器，牺牲了部分劈砍能力而获得一定的保护效果。
items.weapon.melee.roundshield.name,round shield,圆盾
items.weapon.melee.roundshield.typical_stats_desc,Typically this weapon blocks 0-%d damage. This blocking scales with upgrades.,这件武器通常能格挡0~%d点伤害。格挡量会随着武器的升级而提升。
items.weapon.melee.roundshield.stats_desc,This weapon blocks 0-%d damage. This blocking scales with upgrades.,这件武器能格挡0~%d点伤害。通过升级可以使格挡量增长。
items.weapon.melee.roundshield.ability_name,guard,护卫
items.weapon.melee.roundshield.typical_ability_desc,"The Duelist can _guard_ herself with a round shield, completely negating all physical or magical attacks made against her typically for _%d turns_. Once the Duelist has blocked an attack, attacking back or using magic will end guarding.",决斗家可以用圆盾_护卫_自己，一般会在_%d回合_内完全抵挡针对自己的物理或魔法攻击。一旦决斗家抵挡过攻击，再行还击或施法，护卫都会终止。
items.weapon.melee.roundshield.ability_desc,"The Duelist can _guard_ herself with a round shield, completely negating all physical or magical attacks made against her for _%d turns_. Once the Duelist has blocked an attack, attacking back or using magic will end guarding.",决斗家可以用圆盾_护卫_自己，在_%d回合_内完全抵挡针对自己的所有物理或魔法攻击。一旦决斗家抵挡过攻击，再行还击或施法，护卫都会终止。
items.weapon.melee.roundshield.upgrade_ability_stat_name,Ability Duration,武技持续时间
items.weapon.melee.roundshield.desc,This large shield effectively blocks attacks and makes a decent weapon in a pinch.,这个大盾可以有效格挡攻击，在危机时刻也可以作为不错的武器使用。
items.weapon.melee.roundshield$guardtracker.name,guarding,护卫中
items.weapon.melee.roundshield$guardtracker.guarded,guarded,被护卫
items.weapon.melee.roundshield$guardtracker.desc,"The Duelist has readied her shield in anticipation of incoming attacks. Physical or magical attacks made against her will be completely negated.\n\nTurns remaining: %s.","决斗家已经准备好她的盾牌以应对即将到来的攻击。针对她的物理或魔法攻击将被完全抵挡。\n\n剩余回合数：%s。"
items.weapon.melee.runicblade.name,runic blade,符文之刃
items.weapon.melee.runicblade.stats_desc,This weapon benefits more from upgrades.,这件武器从升级中获得更多伤害。
items.weapon.melee.runicblade.ability_name,runic slash,符文挥砍
items.weapon.melee.runicblade.typical_ability_desc,The Duelist can perform a _runic slash_ with a runic blade. This attack is guaranteed to hit and typically has _+%d%% enchantment power._,决斗家可以用符文之刃使出_符文挥砍_。这一击必定命中且通常附带_%d%%的附魔强化_。
items.weapon.melee.runicblade.ability_desc,The Duelist can perform a _runic slash_ with a runic blade. This attack is guaranteed to hit and has _+%d%% enchantment power._,决斗家可以用符文之刃使出_符文挥砍_。这一击必定命中且有_%d%%的附魔强化_。
items.weapon.melee.runicblade.upgrade_ability_stat_name,Ability Power,武技强化
items.weapon.melee.runicblade.desc,"A mysterious weapon from a distant land, with a bright blue blade.",来自失落之地的神秘武器，有着明亮的蓝色刀刃。
items.weapon.melee.sai.name,sai,双钗
items.weapon.melee.sai.stats_desc,This is a very fast weapon.,这是一件非常快的武器。
items.weapon.melee.sai.ability_name,combo strike,连击
items.weapon.melee.sai.typical_ability_desc,The Duelist can perform a _combo strike_ with sai. This attack is guaranteed to hit and typically deals _+%d damage_ for each time the Duelist has hit with a regular melee or thrown weapon attack in the last 5 turns.,决斗家可以使用双钗进行_连击_。这次攻击必定命中，并且决斗家在最近5回合当中每使用近战或者投掷武器成功命中一次，这次攻击的伤害一般就_增加%d点_。
items.weapon.melee.sai.ability_desc,The Duelist can perform a _combo strike_ with sai. This attack is guaranteed to hit and deals _+%d damage_ for each time the Duelist has hit with a regular melee or thrown weapon attack in the last 5 turns.,决斗家可以使用双钗进行_连击_。这次攻击必定命中，并且决斗家在最近5回合当中每使用近战或者投掷武器成功命中一次，这次攻击的伤害就_增加%d点_。
items.weapon.melee.sai.desc,Two thin blades meant to be wielded in one hand each. Excellent for tearing down enemies with a flurry of cuts.,一对轻薄的铁刃，刚好一手一把。在快速斩击方面十分出色。
items.weapon.melee.sai$combostriketracker.name,combo strike,连击
items.weapon.melee.sai$combostriketracker.desc,"The Duelist is building combo that can be used to increase the damage of the combo strike ability. Each sucessful attack made with a melee or thrown weapon will count, but not successfully attacking for 5 turns resets this combo.\n\nRecent hits: %1$d.\n\nTurns until hits are lost: %2$s.","决斗家正在积累连击数以增加连击武技的伤害。每次用近战或投掷武器成功攻击都会记入连击，但连续5回合未成功攻击会重置连击数。\n\n当前连击数：%1$d\n\n重置连击剩余回合数：%2$s"
items.weapon.melee.scimitar.name,scimitar,弯刀
items.weapon.melee.scimitar.stats_desc,This is a rather fast weapon.,这是一件比较快的武器。
items.weapon.melee.scimitar.ability_name,sword dance,剑舞
items.weapon.melee.scimitar.typical_ability_desc,The Duelist can perform a _sword dance_ with a scimitar. This stance takes no time to activate and grants the Duelist +60%% attack speed and +50%% accuracy typically for _%d turns._,决斗家可用弯刀进入_剑舞_。进入这个姿态不消耗时间，并使决斗家一般在_%d回合_内攻击速度+60%%且精准+50%%。
items.weapon.melee.scimitar.ability_desc,The Duelist can perform a _sword dance_ with a scimitar. This stance takes no time to activate and grants the Duelist +60%% attack speed and +50%% accuracy for _%d turns._,决斗家可用弯刀进入_剑舞_。进入这个姿态不消耗时间，并使决斗家在 _%d回合_内攻击速度+60%%且精准+50%%。
items.weapon.melee.scimitar.upgrade_ability_stat_name,Ability Duration,武技持续时间
items.weapon.melee.scimitar.desc,"A thick curved blade. Its shape allows for faster, yet less powerful attacks.",一把厚重的弯刀。它的形状能让它进行更快但不甚强力的攻击。
items.weapon.melee.scimitar$sworddance.name,sword dance,剑舞
items.weapon.melee.scimitar$sworddance.desc,"The Duelist is making quick momentum based strikes in a sort of dance. While this stance is active, she attacks 60%% faster (enough to attack exactly twice a turn with a scimitar) and has +50%% accuracy.\n\nTurns remaining: %s.","决斗家正以一种舞蹈的形式展开疾风骤雨般的攻击。当这个架势激活时，她的攻击速度增加60%%(在使用弯刀的情况下刚好足以一回合攻击两次)，且具有+50%%的精准。\n\n剩余回合数：%s"
items.weapon.melee.sickle.name,sickle,短柄镰
items.weapon.melee.sickle.stats_desc,This is a rather inaccurate weapon.,这是一件不太精准的武器。
items.weapon.melee.sickle.ability_name,harvest,收割
items.weapon.melee.sickle.typical_ability_desc,The Duelist can _harvest_ an enemy with a sickle. This devastating attack is guaranteed to hit and typically deals _%d damage_. This damage is applied as bleeding if the target isn't immune.,决斗家可以用短柄镰来_收割_敌人，这破坏性的一击必定命中，一般会造成_%d点伤害_。若敌人不免疫流血，则造成的伤害会转化为等值流血效果。
items.weapon.melee.sickle.ability_desc,The Duelist can _harvest_ an enemy with a sickle. This devastating attack is guaranteed to hit and deals _%d damage_. This damage is applied as bleeding if the target isn't immune.,决斗家可以用短柄镰来_收割_敌人，这破坏性的一击必定命中，并会造成_%d点伤害_。若敌人不免疫流血，则造成的伤害会转化为等值流血效果。
items.weapon.melee.sickle.desc,A handheld farming tool that can double as a strong but unwieldy weapon.,一种手持农具，也可被用作一把强大但笨重的武器。
items.weapon.melee.spear.name,spear,长矛
items.weapon.melee.spear.stats_desc,"This is a rather slow weapon.\nThis weapon has extra reach.","这是一件相当慢的武器。\n这件武器有额外的攻击距离。"
items.weapon.melee.spear.ability_name,spike,刺退
items.weapon.melee.spear.typical_ability_desc,"The Duelist can use the tip of a spear to _spike_ an enemy that is in range but not adjacent. This typically deals _%1$d-%2$d damage_, knocks the enemy back, and is guaranteed to hit.",决斗家用矛尖_刺退_在射程内但不与决斗家相邻的敌人，造成_%1$d~%2$d点伤害_，将敌人击退且必定命中。
items.weapon.melee.spear.ability_desc,"The Duelist can use the tip of a spear to _spike_ an enemy that is in range but not adjacent. This deals _%1$d-%2$d damage_, knocks the enemy back, and is guaranteed to hit.",决斗家用矛尖_刺退_在射程内但不与决斗家相邻的敌人，造成_%1$d~%2$d点伤害_，将敌人击退且必定命中。
items.weapon.melee.spear.desc,A slender wooden rod tipped with sharpened iron.,这是一根装着锋锐铁刺的细长木杆。
